,date,weather_code,temp_max,temp_min,humidity_max,rain_sum,wind_speed_max,radiation_sum,evapotranspiration
1080,2024-12-09,51,7.9,7.0,84.0,0.2,22.0,1.69,0.68
1081,2024-12-10,3,7.1,6.1,84.0,0.0,18.8,1.27,0.63
1082,2024-12-11,51,6.7,5.9,86.0,0.1,14.8,1.18,0.39
1083,2024-12-12,51,7.3,5.3,97.0,0.3,9.3,0.92,0.18
1084,2024-12-13,3,6.6,3.9,96.0,0.0,8.2,1.43,0.22
1085,2024-12-14,51,7.7,4.1,95.0,0.3,12.1,3.12,0.37
1086,2024-12-15,3,11.6,4.9,95.0,0.0,17.6,2.05,0.33
1087,2024-12-16,51,11.1,7.7,93.0,0.2,17.8,2.91,0.63
1088,2024-12-17,3,10.6,5.3,100.0,0.0,19.8,1.51,0.36
1089,2024-12-18,61,14.0,10.7,92.0,3.8,28.8,2.62,0.75
1090,2024-12-19,61,12.3,4.5,92.0,3.0,27.8,3.41,0.69
1091,2024-12-20,51,8.4,2.6,95.0,0.7,15.6,3.01,0.41
1092,2024-12-21,51,12.3,4.8,96.0,2.3,23.3,0.89,0.55
1093,2024-12-22,75,7.4,4.3,81.0,1.6,24.6,3.11,1.17
1094,2024-12-23,51,6.2,4.2,94.0,1.7,20.3,2.13,0.68
1095,2024-12-24,3,12.2,6.5,99.0,0.0,12.1,1.92,0.25
1096,2024-12-25,3,10.1,8.8,99.0,0.0,9.9,1.38,0.23
1097,2024-12-26,3,8.7,6.9,97.0,0.0,4.4,1.71,0.23
1098,2024-12-27,3,7.9,6.2,98.0,0.0,3.5,1.13,0.19
1099,2024-12-28,3,6.5,4.8,97.0,0.0,8.3,1.09,0.17
1100,2024-12-29,3,7.2,4.8,96.0,0.0,11.8,1.91,0.22
1101,2024-12-30,3,8.9,6.6,98.0,0.0,16.4,2.47,0.39
1102,2024-12-31,3,11.2,7.5,93.0,0.0,24.7,2.36,0.59
1103,2025-01-01,61,11.8,4.4,94.0,10.5,30.6,0.49,0.51
1104,2025-01-02,3,4.0,-0.5,96.0,0.0,9.2,4.1,0.35
1105,2025-01-03,3,3.4,-1.2,92.0,0.0,10.6,4.24,0.33
1106,2025-01-04,75,3.2,-1.6,95.0,0.8,15.7,1.76,0.25
1107,2025-01-05,75,12.6,0.7,98.0,18.8,25.7,0.86,0.25
1108,2025-01-06,61,12.0,2.3,91.0,6.9,31.6,1.64,0.48
1109,2025-01-07,75,5.0,0.8,88.0,0.0,13.3,4.32,0.44
1110,2025-01-08,75,1.8,-0.7,99.0,1.6,11.5,1.78,0.19
1111,2025-01-09,75,3.1,-0.8,96.0,0.3,11.7,4.55,0.37
1112,2025-01-10,3,1.4,-1.9,99.0,0.0,7.6,3.41,0.27
1113,2025-01-11,3,1.7,-4.1,100.0,0.0,4.5,4.65,0.31
1114,2025-01-12,3,3.2,-4.4,100.0,0.0,8.6,2.55,0.26
1115,2025-01-13,3,6.0,1.6,91.0,0.0,11.0,4.54,0.46
1116,2025-01-14,3,8.9,2.5,96.0,0.0,11.8,3.9,0.38
1117,2025-01-15,3,10.1,7.2,99.0,0.0,7.0,1.62,0.26
1118,2025-01-16,3,9.7,6.1,100.0,0.0,10.8,3.01,0.41
1119,2025-01-17,3,6.5,3.3,93.0,0.0,8.1,3.08,0.38
1120,2025-01-18,3,3.5,1.9,96.0,0.0,7.5,2.76,0.29
1121,2025-01-19,51,3.4,1.8,88.0,0.2,8.5,1.5,0.28
1122,2025-01-20,51,6.1,2.2,95.0,0.1,8.6,2.41,0.3
1123,2025-01-21,3,5.0,-0.9,100.0,0.0,7.3,3.01,0.32
1124,2025-01-22,51,4.4,2.3,99.0,1.0,9.2,1.55,0.23
1125,2025-01-23,61,8.3,1.5,98.0,4.7,23.2,1.94,0.45
1126,2025-01-24,51,10.8,6.8,91.0,3.8,33.5,2.54,1.07
1127,2025-01-25,51,8.0,2.8,95.0,2.1,12.8,5.19,0.54
1128,2025-01-26,61,8.9,1.7,93.0,11.0,30.2,1.38,0.46
1129,2025-01-27,61,9.4,6.9,93.0,6.3,28.3,3.93,1.01
1130,2025-01-28,51,9.6,6.5,90.0,4.0,24.8,3.2,0.79
1131,2025-01-29,51,7.8,4.0,95.0,0.2,16.3,3.87,0.52
1132,2025-01-30,3,7.6,2.0,88.0,0.0,13.2,6.78,0.77
1133,2025-01-31,61,8.1,2.2,96.0,3.5,17.7,2.31,0.33
1134,2025-02-01,3,7.0,2.4,95.0,0.0,10.6,2.8,0.46
1135,2025-02-02,3,7.6,-0.3,96.0,0.0,9.6,7.01,0.68
1136,2025-02-03,3,7.9,-1.1,98.0,0.0,12.7,2.41,0.37
1137,2025-02-04,51,10.2,6.3,97.0,0.2,20.7,3.56,0.63
1138,2025-02-05,3,9.1,2.5,94.0,0.0,11.8,6.49,0.7
1139,2025-02-06,3,7.3,0.7,92.0,0.0,16.4,6.42,0.74
1140,2025-02-07,75,4.0,2.6,93.0,4.6,22.7,2.49,0.49
1141,2025-02-08,51,6.3,2.7,95.0,2.1,14.1,1.6,0.28
1142,2025-02-09,51,5.9,1.4,94.0,1.0,14.7,2.18,0.33
1143,2025-02-10,51,4.7,2.5,95.0,3.5,17.3,1.28,0.33
1144,2025-02-11,3,5.1,2.8,94.0,0.0,10.7,1.87,0.33
1145,2025-02-12,51,6.1,3.2,95.0,0.2,9.6,3.82,0.53
1146,2025-02-13,51,4.8,2.4,93.0,0.2,11.0,2.98,0.52
1147,2025-02-14,3,4.9,0.9,83.0,0.0,14.4,8.26,0.88
1148,2025-02-15,51,5.6,1.8,89.0,0.9,10.1,2.32,0.42
1149,2025-02-16,3,4.4,1.8,88.0,0.0,17.1,5.21,0.72
1150,2025-02-17,3,5.2,-0.4,86.0,0.0,12.4,9.25,0.95
1151,2025-02-18,3,6.4,0.0,84.0,0.0,12.2,9.64,1.04
1152,2025-02-19,3,8.0,1.4,95.0,0.0,11.7,5.48,0.74
1153,2025-02-20,61,12.9,8.3,94.0,3.1,23.5,2.22,0.52
1154,2025-02-21,51,15.1,10.9,96.0,6.3,21.5,7.32,1.19
1155,2025-02-22,61,13.0,7.5,98.0,5.1,12.0,6.0,0.93
1156,2025-02-23,51,10.9,6.7,99.0,2.0,25.2,4.71,0.9
1157,2025-02-24,61,12.5,7.6,95.0,13.2,25.7,6.1,0.97
1158,2025-02-25,51,10.4,5.0,95.0,0.8,12.0,7.4,1.08
1159,2025-02-26,61,7.9,3.3,93.0,5.8,23.9,3.67,0.54
1160,2025-02-27,3,9.2,3.3,90.0,0.0,15.9,8.59,1.15
1161,2025-02-28,3,8.9,0.9,92.0,0.0,7.4,10.75,1.26
1162,2025-03-01,3,8.8,0.1,100.0,0.0,7.5,11.38,1.24
1163,2025-03-02,3,8.8,-1.2,100.0,0.0,6.3,11.05,1.21
1164,2025-03-03,3,10.3,-0.7,100.0,0.0,5.0,12.56,1.4
1165,2025-03-04,3,10.9,0.8,98.0,0.0,9.8,13.07,1.55
1166,2025-03-05,3,12.9,1.1,89.0,0.0,8.4,13.15,1.63
1167,2025-03-06,3,15.9,4.6,82.0,0.0,12.8,13.1,1.97
1168,2025-03-07,3,16.1,9.7,83.0,0.0,12.1,12.55,1.98
1169,2025-03-08,3,15.9,7.1,80.0,0.0,11.2,12.76,2.0
1170,2025-03-09,3,16.2,7.2,82.0,0.0,11.0,13.51,2.04
1171,2025-03-10,51,13.8,6.8,87.0,0.4,14.7,6.83,1.15
1172,2025-03-11,51,8.2,3.9,89.0,0.4,17.2,8.0,1.26
1173,2025-03-12,75,7.5,2.1,93.0,1.9,10.3,10.41,1.17
1174,2025-03-13,51,7.2,1.6,93.0,0.7,16.0,7.7,0.97
1175,2025-03-14,51,8.0,0.1,95.0,0.4,13.3,10.9,1.23
1176,2025-03-15,51,7.8,1.0,90.0,0.2,18.1,10.11,1.47
1177,2025-03-16,3,8.1,-0.3,88.0,0.0,17.4,12.13,1.44
1178,2025-03-17,51,8.2,4.0,91.0,0.3,15.7,7.12,1.06
1179,2025-03-18,3,10.1,2.4,87.0,0.0,14.8,16.41,2.05
1180,2025-03-19,3,16.6,2.0,85.0,0.0,8.7,15.17,2.11
1181,2025-03-20,3,19.2,5.7,95.0,0.0,10.4,14.1,2.43
1182,2025-03-21,51,17.1,9.6,83.0,0.9,14.4,10.6,2.15
1183,2025-03-22,51,15.6,10.2,98.0,1.3,11.7,8.95,1.46
1184,2025-03-23,51,14.7,8.2,100.0,2.8,16.0,7.43,1.24
1185,2025-03-24,3,12.7,7.1,91.0,0.0,12.7,11.23,1.62
1186,2025-03-25,51,14.5,4.9,95.0,0.2,11.7,11.68,1.69
1187,2025-03-26,51,15.6,8.7,95.0,0.3,9.3,11.9,1.84
1188,2025-03-27,3,14.9,5.8,100.0,0.0,11.9,16.22,2.24
1189,2025-03-28,51,14.3,6.8,94.0,0.8,16.3,11.59,2.1
1190,2025-03-29,3,13.7,3.7,85.0,0.0,17.6,17.78,2.82
1191,2025-03-30,3,15.9,9.0,87.0,0.0,20.0,17.86,3.01
1192,2025-03-31,3,16.4,5.9,85.0,0.0,10.8,17.58,2.78
1193,2025-04-01,3,13.7,5.4,94.0,0.0,19.8,19.03,2.84
1194,2025-04-02,3,16.0,7.3,74.0,0.0,22.1,19.3,3.3
1195,2025-04-03,3,18.6,8.8,78.0,0.0,16.9,18.48,3.4
1196,2025-04-04,3,21.5,10.2,77.0,0.0,16.3,17.74,3.81
1197,2025-04-05,3,17.9,6.5,77.0,0.0,18.0,20.28,3.8
1198,2025-04-06,3,15.3,6.3,77.0,0.0,15.7,20.39,3.44
1199,2025-04-07,3,15.0,4.2,87.0,0.0,11.8,20.69,3.26
1200,2025-04-08,3,16.1,4.2,83.0,0.0,11.5,18.96,3.13
1201,2025-04-09,3,13.6,3.9,77.0,0.0,13.8,19.23,2.83
1202,2025-04-10,3,16.1,5.5,82.0,0.0,9.4,19.79,2.81
1203,2025-04-11,3,22.6,6.5,93.0,0.0,10.4,21.58,3.68
1204,2025-04-12,3,22.3,8.1,72.0,0.0,12.5,19.7,3.97
1205,2025-04-13,51,16.6,10.4,79.0,0.3,16.6,16.61,3.19
1206,2025-04-14,51,15.2,6.4,90.0,0.7,17.6,13.47,2.39
1207,2025-04-15,61,17.5,9.7,96.0,9.2,19.8,11.55,2.09
1208,2025-04-16,51,15.0,8.5,80.0,0.2,25.1,20.89,3.58
1209,2025-04-17,3,17.4,5.8,91.0,0.0,12.2,19.0,3.26
1210,2025-04-18,51,17.0,9.2,71.0,0.1,21.3,12.56,2.92
1211,2025-04-19,51,16.1,7.5,80.0,0.2,19.9,18.57,3.49
1212,2025-04-20,3,15.4,5.5,86.0,0.0,13.4,18.73,2.89
1213,2025-04-21,61,16.2,9.7,85.0,3.7,11.7,10.73,1.93
1214,2025-04-22,3,17.4,7.0,93.0,0.0,15.4,18.38,3.22
1215,2025-04-23,61,12.0,8.4,89.0,9.5,20.1,9.93,1.64
1216,2025-04-24,3,14.7,7.4,99.0,0.0,10.0,17.03,2.62
1217,2025-04-25,3,15.3,6.0,100.0,0.0,11.4,20.06,2.92
1218,2025-04-26,3,17.1,8.2,93.0,0.0,10.3,18.05,2.9
1219,2025-04-27,3,20.7,8.1,94.0,0.0,8.9,19.05,3.45
1220,2025-04-28,3,24.0,10.2,85.0,0.0,13.9,23.6,4.52
1221,2025-04-29,3,23.1,10.6,68.0,0.0,12.3,25.2,4.97
1222,2025-04-30,3,25.9,9.7,85.0,0.0,12.4,25.42,4.96
1223,2025-05-01,3,28.6,11.8,83.0,0.0,11.8,22.94,5.13
1224,2025-05-02,51,25.4,14.0,72.0,1.5,11.8,22.99,4.59
1225,2025-05-03,3,21.4,10.4,85.0,0.0,19.9,18.55,3.74
1226,2025-05-04,3,13.4,7.5,83.0,0.0,19.1,16.6,2.99
1227,2025-05-05,51,13.5,5.2,80.0,0.9,25.1,14.35,2.79
1228,2025-05-06,51,14.0,6.4,79.0,0.1,15.2,16.76,2.76
1229,2025-05-07,3,16.7,6.1,84.0,0.0,17.2,20.79,3.51
1230,2025-05-08,3,15.9,8.6,83.0,0.0,16.3,17.9,3.18
1231,2025-05-09,3,18.1,6.2,87.0,0.0,16.5,26.95,4.7
1232,2025-05-10,3,22.6,9.2,86.0,0.0,17.1,25.79,5.21
1233,2025-05-11,3,24.0,11.1,76.0,0.0,14.1,24.54,5.02
1234,2025-05-12,61,23.1,13.9,87.0,4.7,15.8,22.86,3.97
1235,2025-05-13,3,23.5,12.9,91.0,0.0,15.2,26.27,5.09
1236,2025-05-14,3,22.6,9.2,72.0,0.0,16.6,27.29,5.2
1237,2025-05-15,3,15.2,8.7,84.0,0.0,19.0,13.76,2.69
1238,2025-05-16,3,18.6,7.7,86.0,0.0,14.6,27.69,4.47
1239,2025-05-17,3,18.7,9.0,85.0,0.0,13.8,23.31,4.0
1240,2025-05-18,3,17.8,9.4,90.0,0.0,12.9,21.56,3.58
1241,2025-05-19,51,19.6,10.5,81.0,0.2,14.9,20.13,3.79
1242,2025-05-20,3,22.6,9.2,73.0,0.0,11.5,24.11,4.55
1243,2025-05-21,51,18.0,11.4,80.0,3.0,14.9,16.67,3.15
1244,2025-05-22,3,14.7,8.2,83.0,0.0,11.8,16.41,2.63
1245,2025-05-23,51,18.4,6.8,84.0,0.1,16.3,19.79,3.6
1246,2025-05-24,61,21.4,12.4,93.0,6.0,20.7,13.02,2.81
1247,2025-05-25,51,19.7,12.9,89.0,1.0,23.2,22.84,4.64
1248,2025-05-26,51,18.1,11.2,79.0,0.1,23.1,15.54,3.5
1249,2025-05-27,61,16.9,13.4,88.0,6.6,26.1,8.37,1.97
1250,2025-05-28,51,20.3,14.0,90.0,1.0,19.4,21.51,4.05
1251,2025-05-29,51,24.1,13.8,88.0,2.1,23.7,14.85,3.35
1252,2025-05-30,51,24.9,15.0,91.0,0.2,15.2,17.48,3.86
1253,2025-05-31,3,27.5,16.5,79.0,0.0,17.6,23.02,5.13
1254,2025-06-01,3,21.6,14.1,81.0,0.0,21.5,21.87,4.86
1255,2025-06-02,51,21.9,12.4,80.0,0.4,18.0,25.49,5.07
1256,2025-06-03,51,17.5,11.8,82.0,3.7,25.6,10.11,2.2
1257,2025-06-04,51,18.1,10.6,86.0,0.1,19.0,18.47,3.46
1258,2025-06-05,61,16.8,12.5,91.0,9.2,23.4,7.82,1.65
1259,2025-06-06,51,19.0,11.0,90.0,1.2,20.2,22.14,3.95
1260,2025-06-07,61,17.6,11.2,94.0,13.2,17.4,14.99,2.44
1261,2025-06-08,3,17.2,9.3,86.0,0.0,18.2,20.44,3.63
1262,2025-06-09,3,19.8,11.0,89.0,0.0,16.8,18.45,3.51
1263,2025-06-10,51,22.1,13.1,85.0,0.2,18.0,17.85,3.64
1264,2025-06-11,51,23.3,12.8,94.0,0.2,15.8,19.31,3.87
1265,2025-06-12,51,25.0,14.2,85.0,0.8,15.0,22.51,4.55
1266,2025-06-13,51,28.6,16.6,86.0,1.2,13.4,25.84,5.62
1267,2025-06-14,61,23.6,15.6,87.0,4.0,20.2,27.48,5.35
1268,2025-06-15,51,23.6,13.3,89.0,0.2,16.2,22.73,4.62
1269,2025-06-16,3,27.4,14.8,86.0,0.0,12.7,25.77,5.27
1270,2025-06-17,3,26.9,15.4,80.0,0.0,14.4,28.25,5.93
1271,2025-06-18,3,28.8,16.0,80.0,0.0,9.4,28.94,5.89
1272,2025-06-19,3,32.0,18.9,67.0,0.0,17.7,28.99,6.39
1273,2025-06-20,3,28.9,17.6,83.0,0.0,12.6,22.61,5.35
1274,2025-06-21,3,31.6,18.5,67.0,0.0,14.4,24.65,6.41
1275,2025-06-22,3,26.7,17.7,75.0,0.0,24.2,21.23,5.4
1276,2025-06-23,51,22.8,16.1,80.0,0.4,20.8,25.44,5.72
1277,2025-06-24,51,24.5,14.1,80.0,0.3,23.2,15.78,3.79
1278,2025-06-25,3,27.4,16.4,89.0,0.0,12.5,22.67,4.76
1279,2025-06-26,61,24.2,17.3,84.0,3.7,22.9,21.15,4.64
1280,2025-06-27,51,27.0,13.9,86.0,1.8,19.7,24.75,5.05
1281,2025-06-28,51,30.2,18.6,90.0,0.1,17.1,19.13,4.71
1282,2025-06-29,3,29.8,18.1,84.0,0.0,14.8,24.36,5.24
1283,2025-06-30,3,32.0,18.8,79.0,0.0,12.2,27.82,6.32
1284,2025-07-01,3,33.6,23.7,64.0,0.0,10.8,24.88,5.96
1285,2025-07-02,61,23.0,16.1,79.0,4.1,16.4,14.88,3.51
1286,2025-07-03,3,23.7,12.8,72.0,0.0,11.4,24.62,5.16
1287,2025-07-04,3,26.2,14.5,64.0,0.0,17.3,27.85,6.27
1288,2025-07-05,51,21.7,16.4,78.0,2.1,23.0,10.8,3.1
1289,2025-07-06,61,22.6,17.1,85.0,3.8,15.3,18.27,3.71
1290,2025-07-07,61,19.6,13.5,95.0,10.0,18.3,17.01,3.39
1291,2025-07-08,51,21.9,12.4,81.0,0.2,13.8,27.95,4.88
1292,2025-07-09,51,25.3,13.8,73.0,0.9,8.7,21.43,4.1
1293,2025-07-10,3,30.1,17.8,77.0,0.0,12.2,28.26,5.94
1294,2025-07-11,3,31.7,19.0,68.0,0.0,9.7,28.29,6.0
1295,2025-07-12,3,28.8,19.6,67.0,0.0,12.4,28.04,5.98
1296,2025-07-13,51,27.8,15.8,86.0,0.1,9.8,24.99,4.79
1297,2025-07-14,51,24.9,17.6,82.0,0.9,23.2,22.28,5.25
1298,2025-07-15,51,21.7,14.6,78.0,0.7,24.2,17.41,4.32
1299,2025-07-16,3,23.9,15.2,84.0,0.0,17.0,19.66,4.3
1300,2025-07-17,51,25.9,18.8,79.0,0.8,10.7,12.15,2.97
1301,2025-07-18,3,29.4,18.2,91.0,0.0,12.3,26.42,5.67
1302,2025-07-19,61,22.6,18.0,94.0,16.2,10.2,12.49,2.52
1303,2025-07-20,51,20.5,15.8,91.0,2.7,17.2,14.76,2.67
1304,2025-07-21,51,22.7,14.5,97.0,0.6,13.4,21.29,3.89
1305,2025-07-22,51,22.4,15.3,94.0,1.2,12.3,17.85,3.26
1306,2025-07-23,51,22.1,15.0,91.0,1.5,10.0,19.84,3.7
1307,2025-07-24,51,20.8,15.5,89.0,0.9,16.4,11.57,2.38
1308,2025-07-25,3,25.5,15.4,90.0,0.0,10.9,19.67,4.02
1309,2025-07-26,51,23.3,15.9,83.0,0.4,11.2,14.62,3.12
1310,2025-07-27,51,21.5,15.3,79.0,0.1,14.3,14.22,3.49
1311,2025-07-28,3,24.2,15.0,69.0,0.0,13.7,20.06,4.58
1312,2025-07-29,51,21.9,15.2,83.0,0.8,9.6,12.47,2.68
1313,2025-07-30,51,24.8,16.2,88.0,0.8,14.0,17.37,3.79
1314,2025-07-31,61,22.7,16.6,89.0,26.7,12.4,10.11,2.05
1315,2025-08-01,51,19.8,13.1,84.0,1.2,16.2,18.66,3.19
1316,2025-08-02,3,20.0,13.2,79.0,0.0,10.0,16.77,3.21
1317,2025-08-03,61,23.1,12.8,87.0,2.5,17.2,14.62,2.85
1318,2025-08-04,51,21.5,16.3,93.0,1.0,24.0,8.04,1.98
1319,2025-08-05,3,20.8,13.1,78.0,0.0,19.7,19.23,4.1
1320,2025-08-06,3,22.3,11.7,85.0,0.0,12.3,22.81,4.33
1321,2025-08-07,3,23.0,14.6,82.0,0.0,19.8,16.85,3.78
1322,2025-08-08,3,25.2,15.5,85.0,0.0,13.7,21.75,4.57
1323,2025-08-09,3,24.8,14.5,75.0,0.0,17.1,20.67,4.75
1324,2025-08-10,3,26.2,14.8,81.0,0.0,8.3,23.88,4.38
1325,2025-08-11,51,29.7,16.5,80.0,0.5,12.2,23.26,5.08
1326,2025-08-12,51,31.1,18.8,83.0,0.6,13.3,23.55,5.43
1327,2025-08-13,3,27.8,18.3,85.0,0.0,14.6,15.46,3.35
1328,2025-08-14,3,27.0,16.6,93.0,0.0,13.1,14.37,3.5
1329,2025-08-15,3,29.6,17.8,84.0,0.0,15.1,22.46,4.83
1330,2025-08-16,51,22.6,16.4,86.0,0.1,13.4,12.94,2.98
1331,2025-08-17,3,24.5,13.0,84.0,0.0,12.9,22.72,4.13
1332,2025-08-18,51,21.5,16.9,81.0,0.2,13.6,11.62,2.73
1333,2025-08-19,51,25.1,15.2,88.0,0.1,16.5,14.86,3.48
1334,2025-08-20,3,20.6,15.0,85.0,0.0,17.1,13.41,3.17
1335,2025-08-21,51,20.1,13.6,82.0,0.1,14.6,12.3,2.92
1336,2025-08-22,3,22.8,11.6,83.0,0.0,9.9,18.98,3.52
1337,2025-08-23,3,21.9,16.1,69.0,0.0,9.9,12.49,2.65
1338,2025-08-24,3,23.7,14.7,75.0,0.0,9.7,16.12,3.43
1339,2025-08-25,3,26.1,15.2,75.0,0.0,12.6,21.69,4.74
1340,2025-08-26,51,25.3,18.0,77.0,0.2,18.9,14.61,3.84
1341,2025-08-27,51,21.8,15.6,87.0,1.3,20.8,12.65,2.69
1342,2025-08-28,51,20.6,13.0,97.0,2.4,19.6,17.93,3.25
1343,2025-08-29,61,19.7,14.4,95.0,19.5,14.8,12.15,2.19
1344,2025-08-30,51,20.1,13.1,92.0,2.0,23.3,12.81,2.32
1345,2025-08-31,51,20.2,14.0,91.0,0.9,21.3,17.85,3.09
1346,2025-09-01,61,19.3,14.3,87.0,3.3,22.7,16.29,2.72
1347,2025-09-02,51,19.0,12.8,93.0,1.9,15.4,11.75,1.96
1348,2025-09-03,61,20.1,15.6,94.0,25.6,27.5,8.24,1.72
1349,2025-09-04,61,18.9,13.7,90.0,4.7,20.7,15.42,2.73
1350,2025-09-05,3,20.7,11.5,94.0,0.0,9.8,17.27,2.9
1351,2025-09-06,3,22.1,13.4,90.0,0.0,17.6,17.3,3.33
1352,2025-09-07,3,24.5,15.7,88.0,0.0,18.0,15.66,3.2
1353,2025-09-08,51,19.6,13.6,91.0,0.1,13.4,17.52,3.05
1354,2025-09-09,51,19.9,11.1,89.0,0.3,11.3,16.78,2.95
1355,2025-09-10,61,18.0,14.1,90.0,7.7,19.4,9.94,1.89
1356,2025-09-11,61,18.1,12.1,89.0,3.7,22.8,15.85,2.72
1357,2025-09-12,61,17.7,10.9,84.0,4.4,18.4,15.85,2.67
1358,2025-09-13,61,17.3,11.8,89.0,3.0,17.7,14.3,2.4
1359,2025-09-14,61,17.8,9.3,92.0,3.5,26.3,6.14,1.28
1360,2025-09-15,51,17.8,13.9,82.0,0.4,31.6,14.82,3.32
1361,2025-09-16,3,18.4,12.1,82.0,0.0,21.8,14.25,2.91
1362,2025-09-17,51,18.9,12.6,89.0,1.1,24.4,3.95,1.13
1363,2025-09-18,3,21.6,15.8,93.0,0.0,21.9,8.24,1.72
1364,2025-09-19,3,25.5,15.0,95.0,0.0,13.2,16.32,2.98
1365,2025-09-20,3,21.2,13.5,94.0,0.0,24.5,9.52,2.11
1366,2025-09-21,3,15.6,9.6,80.0,0.0,20.9,13.96,2.58
1367,2025-09-22,3,15.7,7.6,82.0,0.0,16.2,14.3,2.46
1368,2025-09-23,3,16.5,7.2,84.0,0.0,15.7,9.78,1.97
1369,2025-09-24,3,17.5,9.6,89.0,0.0,16.1,14.27,2.72
1370,2025-09-25,3,18.4,9.6,78.0,0.0,17.6,14.93,3.07
1371,2025-09-26,51,16.1,9.4,81.0,1.1,15.7,8.53,1.69
1372,2025-09-27,3,17.5,10.7,86.0,0.0,15.1,10.4,1.94
1373,2025-09-28,51,16.9,11.8,95.0,0.5,9.4,4.61,0.94
1374,2025-09-29,3,17.8,8.0,92.0,0.0,8.1,12.82,1.98
1375,2025-09-30,3,18.4,8.9,93.0,0.0,6.4,13.72,2.05
1376,2025-10-01,51,17.9,10.0,90.0,0.1,8.8,6.44,1.2
1377,2025-10-02,3,18.6,10.3,97.0,0.0,16.4,8.19,1.73
1378,2025-10-03,61,17.9,14.3,95.0,12.4,28.6,1.94,0.88
1379,2025-10-04,61,16.8,11.4,96.0,3.6,31.5,10.65,2.32
1380,2025-10-05,3,15.8,10.6,79.0,0.0,22.5,11.78,2.45
1381,2025-10-06,3,18.6,9.7,89.0,0.0,11.4,12.0,1.88
1382,2025-10-07,3,17.0,11.6,94.0,0.0,12.3,8.69,1.46
1383,2025-10-08,51,16.8,11.4,95.0,0.4,8.2,5.34,0.91
1384,2025-10-09,3,15.1,8.8,88.0,0.0,11.1,9.62,1.41
1385,2025-10-10,51,15.9,12.1,92.0,0.1,7.2,6.52,1.05
1386,2025-10-11,3,14.9,10.4,95.0,0.0,5.5,9.71,1.35
1387,2025-10-12,3,15.1,7.5,100.0,0.0,9.1,10.94,1.47
1388,2025-10-13,51,15.6,12.4,97.0,0.2,12.1,3.7,0.77
1389,2025-10-14,51,13.7,10.7,92.0,0.1,11.1,4.3,0.8
1390,2025-10-15,3,13.0,10.6,90.0,0.0,10.5,3.34,0.66
1391,2025-10-16,3,15.5,9.6,95.0,0.0,7.8,4.98,0.86
1392,2025-10-17,3,14.8,11.2,96.0,0.0,8.6,7.33,1.17
1393,2025-10-18,3,14.7,11.2,83.0,0.0,13.5,5.09,1.22
1394,2025-10-19,61,15.3,12.1,95.0,6.1,17.6,2.39,0.65
1395,2025-10-20,51,14.7,11.6,96.0,3.4,17.3,4.83,0.82
1396,2025-10-21,51,15.4,11.0,96.0,0.2,17.7,6.05,1.08
1397,2025-10-22,61,14.7,9.0,97.0,9.9,15.3,7.03,1.06
1398,2025-10-23,61,11.8,7.0,93.0,14.2,25.6,2.78,0.89
1399,2025-10-24,3,12.0,5.9,84.0,0.0,20.2,8.81,1.46
1400,2025-10-25,51,11.9,6.4,90.0,1.1,17.4,7.38,1.24
1401,2025-10-26,51,11.2,5.0,88.0,0.7,19.3,6.63,1.1
1402,2025-10-27,3,12.8,9.9,86.0,0.0,26.7,7.02,1.58
1403,2025-10-28,51,14.4,11.3,87.0,0.3,21.0,7.61,1.55
1404,2025-10-29,61,12.5,7.2,97.0,4.7,14.9,1.69,0.38
1405,2025-10-30,3,13.0,5.7,91.0,0.0,20.5,6.09,1.02
1406,2025-10-31,61,15.8,13.6,89.0,4.4,22.7,3.94,1.01
1407,2025-11-01,51,15.8,9.1,91.0,4.5,25.9,7.32,1.36
1408,2025-11-02,61,12.3,7.5,93.0,3.8,14.8,6.58,1.01
1409,2025-11-03,51,16.0,7.5,89.0,1.3,20.7,5.17,1.07
1410,2025-11-04,3,15.8,13.7,87.0,0.0,19.7,5.08,1.11
1411,2025-11-05,51,17.2,14.6,81.0,0.1,18.9,3.88,1.29
1412,2025-11-06,51,16.7,14.2,95.0,1.1,12.4,3.3,0.69
1413,2025-11-07,61,15.0,12.1,100.0,1.7,12.7,3.44,0.56
1414,2025-11-08,61,14.2,8.8,97.0,1.5,12.0,3.97,0.63
1415,2025-11-09,3,14.1,5.3,95.0,0.0,16.2,5.31,0.78
1416,2025-11-10,61,13.2,8.6,93.0,5.8,18.5,1.13,0.39
1417,2025-11-11,51,14.9,8.4,89.0,1.5,23.6,3.79,0.86
1418,2025-11-12,51,16.4,13.3,86.0,0.3,21.4,4.46,1.01
1419,2025-11-13,61,16.8,12.8,97.0,4.7,15.7,5.0,0.87
1420,2025-11-14,61,14.4,12.2,98.0,15.2,14.0,1.11,0.25
1421,2025-11-15,51,13.3,10.4,100.0,0.2,10.9,3.07,0.44
1422,2025-11-16,51,10.5,6.1,91.0,0.6,12.9,1.77,0.55
1423,2025-11-17,3,7.6,2.9,87.0,0.0,16.2,5.41,0.74
1424,2025-11-18,51,7.0,0.0,96.0,0.1,12.9,3.94,0.44
1425,2025-11-19,75,5.0,0.6,98.0,4.2,24.9,2.53,0.5
1426,2025-11-20,3,3.7,-1.3,81.0,0.0,15.0,4.49,0.64
1427,2025-11-21,3,5.8,0.6,89.0,0.0,13.8,5.51,0.49
